us_since_last_capture,packet_num,channel_num,access_addr,pdu,tx,rx,payload_length,advertising_addr,data,crc
11993733,6449,39,8e89bed6,ADV_IND,1,0,37,1a815756d208,c1d644442051de659f1ba5af407b4ecce2eb6a26902ccff8c78cc25fa1bda7,1.0
5996826,6569,39,8e89bed6,ADV_IND,1,0,37,9b9cf6851208,c1d6c5442419d6e38f1ba4afc27b4eed60eb6222902ceff0c78dd257a13da7,1.0
14024995,6688,39,8e89bed6,ADV_IND,1,0,37,9a9cf0855208,c2d6c5442059def18f19a5af437b4fcd60eb6226902ceff8c70dc257a12daf,1.0
1999072,6781,39,8e89bed6,ADV_IND,1,0,37,6c815756c208,1eff4c0012191096431f9ca2496a6825b31995412b6436d2f30933a09303ac,1.0
4029795,6883,39,8e89bed6,ADV_IND,1,0,37,9a1cf6855e4a,c1d6d5443059dee18f5aa5af42734edd60eb6622902ceef0c78df257a139a5,1.0
9994887,7195,39,8e89bed6,ADV_IND,1,0,37,9a9cf2855f6b,c1d6c5442019dee08f1badaf427b4e8568eb6222902ceff0c78dd257a13da7,1.0
2030906,7258,39,8e89bed6,ADV_IND,1,0,37,ec815756d20a,1eff4c0012191096431f9ca2496a6825b31915412b6436d2f30933a093039a,1.0
7995784,7259,39,8e89bed6,ADV_IND,1,0,37,8a9cf6855208,81d4c5446059fee18f1ba5af427bcec560eb6222902ceff1c78df256a13da7,1.0
8027825,7328,39,8e89bed6,ADV_IND,1,0,37,9b815756d208,c1dec5442059dee1cf0ba5ae425b4ecd60eb62a3186ceff0c78dd257a13da7,1.0
1998910,7345,39,8e89bed6,ADV_IND,1,0,37,9a9cf6855b4a,c1d6c5422051dea18f1ba5afc27b4ecd68eb6a2298aceff0c785d257a13db7,1.0
1998923,7366,39,8e89bed6,ADV_IND,1,0,37,98a15756d208,c1d6c5442059dee18f1ba5af527b4eed60eb6222902cff71c78dd217a13da5,1.0
2031056,7572,39,8e89bed6,ADV_IND,1,0,37,6ca11756d208,1eff4c0012191096431f9ea2596a6825b31915412b6436d2f30933a0930398,1.0
1703847,7603,39,8e89bed6,ADV_IND,1,0,37,e4831756d208,1eff4c0012191096431f9ca2596a6825b3191d416b6436d2f30933a0930394,1.0
2030946,7677,39,8e89bed6,ADV_IND,1,0,37,6c815756d288,1eff4c0052191096431f9ca2496a6825b31915412b6436d2b30933a0930394,1.0
4029946,7704,39,8e89bed6,ADV_IND,1,0,37,9a8cf6c55f4a,c1d6c5442059dee10f1ba5af427b4ecd60eb4222912ceff0c78dd257a13da7,1.0
12025996,7764,39,8e89bed6,ADV_IND,1,0,37,da9cf68d5fc8,c1d6854425599ee1af1ba5af423b4acd70fb6222902ceff0c7ad5657a13da7,1.0
5996850,7776,39,8e89bed6,ADV_IND,1,0,37,8a9cf6055e08,c15685442059de718f1be4bf487b0ecd60eb6222907ccff0c7cdd257a53de7,1.0
10026921,7807,39,8e89bed6,ADV_IND,1,1,37,eca15752d208,1efd4c0012990096431f9ea2594a6825b3181dc12f7436d2b30931a0d34359,1.0
20054199,7843,39,8e89bed6,ADV_IND,1,0,37,9a9cf652d208,c1d6c5442058dc618f1ba5af427b4edd70eb6222902ceff0c78cd257a13da7,1.0
4029822,7856,39,8e89bed6,ADV_IND,1,0,37,929cf6855f4a,c1d6c5440059dee18f19a5af42735ec564eb62221028eff8c7cdd256a13d27,1.0
5996901,7915,39,8e89bed6,ADV_IND,1,0,37,eca15756d288,1ebf4c0052991096431f9ca2596a6825b31915416ff416d2f30933a09603d3,1.0
5997199,7951,39,8e89bed6,ADV_IND,1,0,37,9a1cf6855208,c1d6c5442479dee18f1fa5af427b4ecd60eb7202942ceff0c78dd2d7a13da7,1.0
3997960,7954,39,8e89bed6,ADV_IND,1,0,37,9a94d6855f09,c1f4c5442059dee9cf13a5eec27b46cd60eb6220982ecff0c78dd25fa13de7,1.0
6028967,8054,39,8e89bed6,ADV_IND,1,0,37,989cf6855208,c1d6c5442059dee18f1387af427b6e8d60eb622290accff0c78dc257a11da7,1.0
5996936,8072,39,8e89bed6,ADV_IND,1,0,37,d2a15756d208,c1c6c5442059dae18f1ba5af427b4ecdc0eb6222902ceff4e78dda57a93d87,1.0
1999027,8215,39,8e89bed6,ADV_IND,1,0,37,189cf6d6d208,c0d6c5443259dee18f9ba5af437b4edd60eb6223902ceff0c78dd257a33d87,1.0
3997800,8429,39,8e89bed6,ADV_IND,1,0,37,9a9cf686d208,c1def5042059dee18f1ba5af427b4ecd60eb6222802ceff0c5add257a13da7,1.0
3998105,8966,39,8e89bed6,ADV_IND,1,0,37,9a1c5756d208,c156e5442059b4e18f3ba5af43794ecdf0eb6222902cedf3e784d257a03d97,1.0
2030771,8995,39,8e89bed6,ADV_IND,1,0,33,9a9c5756d208,69d6c5042059dee58f5ba5af427b4ecd60eb6a2b902ceff0c78d16,1.0
3997799,9027,39,8e89bed6,ADV_IND,1,0,37,9a9cf68dd208,d1d6c54420499ee19f5ba5af427f4ccd60eb6222902ceff0c78dd257a13d87,1.0
10027253,9071,39,8e89bed6,ADV_IND,1,0,37,ec831756d208,1eff4c0052191096431f9ca2494a6825b31915412b6436d2f30933a0d3032f,1.0
8027938,9113,39,8e89bed6,ADV_IND,1,0,37,9a9cf356d208,c1d6c5442059d6e18f1ba7af427b4ecd60eb6222902ceff0c78d5257a12da7,1.0
5996855,9141,39,8e89bed6,ADV_IND,1,0,37,9a9cf6c4d208,c3d6c5442059dee78f1ba5af427b46cd60eb6222902ee6b2c78dd25fa13da7,1.0
3997907,9301,39,8e89bed6,ADV_IND,1,0,37,9a1cf6815f08,c1d6854420d9de618f5ba5af027b4ecd64eb6022910caff0c78dd257a13d27,1.0
4029985,9486,39,8e89bed6,ADV_IND,1,0,37,ec815756d28a,1eff4c0012191096431f9ca2496a6825b31915412b6436d2f30933a0930341,1.0
7995869,9537,39,8e89bed6,ADV_IND,1,0,37,9a9cf6855b48,c3dec544805bdee18f1ba5ad427b4ecd60fb66a29228eff0c789d257a13da7,1.0
14025016,9808,39,8e89bed6,ADV_IND,1,0,37,9adcf756d208,c5cec5452059dee18f1ba58f427f4cc560ab6202940ceff0c78dd257a03ca7,1.0
9994932,10189,39,8e89bed6,ADV_IND,1,0,37,9a9ce6915f4a,c5d7c54d2059de818f1fa5af427b4ecde0eb2222902ceff0c78d9257a13da7,1.0
10026700,10193,39,8e89bed6,ADV_IND,1,0,37,e4815756c208,1eff4c0012191096431f9ca2596a6025b31915452b6436d2f30933a093035e,1.0
12026100,10316,39,8e89bed6,ADV_IND,1,0,33,6c815776d208,1eef4c0012191096431f9ca2496a6825931915452b6436d2f30933,1.0
10026925,10531,39,8e89bed6,ADV_IND,1,0,37,9abcf6d6d208,c1d6c544005c5ae18f5aa4af467b6ccd20eb626a902ceff0d78dd25fa73da7,1.0
5996791,10714,39,8e89bed6,ADV_IND,1,0,37,9a9cf6a5554a,c1d7cd442059dce19f3ba5af027b4ec940eb6662902ceff0478dd257a13da7,1.0
6028958,10912,39,8e89bed6,ADV_IND,1,0,37,da815756d208,c0d6c5443059dee58f1ba5af427b4eed70eb6222902ceff0c50dd257a13da7,1.0
12026311,10930,39,8e89bed6,ADV_IND,1,0,37,929cb6855a08,c1d6c544a058dee18f1ba58f425b4ecd60eae222902ceff0c78dd257a13da6,1.0
4029440,10962,39,8e89bed6,ADV_IND,1,0,37,929c7756d208,c1d6c5442049dce18f1ba5ad42734e4d60eb6232922ceff0c78dd256b13da7,1.0
3997897,11149,39,8e89bed6,ADV_IND,1,0,37,da9c7e857f58,c1e6c5442559dee18f1fa52f423b4ecd60e3602ab028eff2c78dd357a1bda7,1.0
8028086,11211,39,8e89bed6,ADV_IND,1,0,37,64815576d208,1eff5c001219001653169cb2596a6025931915412f6436d2fb0933a092037d,1.0
1999001,11312,39,8e89bed6,ADV_IND,1,0,37,8a9cf6854f4a,c1f6c7442059dee38f1aa5af46734ec560e9622a903ceff0c78cd257a13da7,1.0
1999002,11359,39,8e89bed6,ADV_IND,1,0,37,1a9d5756d208,41d6c7442059dee1971ba5afc2734ecd60eb6223902ceff0c79df257a13da7,1.0
5996952,11368,39,8e89bed6,ADV_IND,1,0,37,9adcf6855f4a,c5d6c5c420595ee18f9ba5af46bb0edde0eb6222902ccff0c59dd257a53da7,1.0
7995829,11397,39,8e89bed6,ADV_IND,1,0,37,9e9ef756d208,c1d6c5442059dee18f1ba5af42734ec560eb6222902ccff1c78dd647a139a7,1.0
6029126,11494,39,8e89bed6,ADV_IND,1,0,37,9a9cf6055f48,c0d6c5442059dae18f13a5e7427b4edd64eb6622902ceff0c79dd257a13fa7,1.0
